Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Urvoy, A; Carr, C; Ritter, R; Adams, CS; Weatherill, KJ; Löw, R; ",Optical coherences and wavelength mismatch in ladder systems,"Journal of Physics B: Atomic, Molecular and Optical Physics",46,24,245001,2013,IOP Publishing
"Prissette, J; Kochanski, E; Flower, DR; ",Theoretical study of the anisotropy of the CO+ H2 potential energy surface in the non-reactive region,Chemical Physics,27,3,373-380,1978,Elsevier
"Cornish, Simon L; ",Full quantum control of ultracold polar molecules,EGAS 54,,,,2023,
"Gregory, Philip; Fernley, Luke; Tao, Albert Li; Hepworth, Tom; Bromley, Sarah; Kotochigova, Svetlana; Hutson, Jeremy; Cornish, Simon; ",Decoherence-free subspaces for quantum simulation and quantum information with ultracold RbCs molecules,Bulletin of the American Physical Society,,,,2023,APS
"Hutson, Jeremy M; Fowler, PW; ",The atom-surface interaction potential for He-NaCl: A model based on pairwise additivity,Surface science,173,1,337-350,1986,Elsevier
"Chang, Huan‐C; Tao, Fu‐Ming; Klemperer, William; Healey, Catherine; Hutson, Jeremy M; ",The Ar–HF intermolecular potential: Overtone spectroscopy and ab initio calculations,The Journal of chemical physics,99,12,9337-9349,1993,American Institute of Physics
"Maret, Sebastien; Ceccarelli, C; Tielens, AGGM; Caux, E; Lefloch, B; Faure, A; Castets, Alain; Flower, DR; ",Methanol emission from low mass protostars,arXiv preprint astro-ph/0507172,,,,2005,
"McCarron, DJ; Cho, HW; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Dual-species Bose-Einstein condensate of rb 87 and cs 133,Physical Review A,84,1,011603,2011,APS
"Carty, David; Goddard, Andrew; Sims, Ian R; Smith, Ian WM; ","Rotational energy transfer in collisions between CO (X 1 Σ+, v= 2, J= 0, 1, 4, and 6) and He at temperatures from 294 to 15 K",The Journal of chemical physics,121,10,4671-4683,2004,American Institute of Physics
"Seifert, W; Adams, CS; Balykin, VI; Heine, C; Ovchinnikov, Yu; Mlynek, J; ",Reflection of metastable argon atoms from an evanescent wave,Physical Review A,49,5,3814,1994,APS
"Cornish, SL; Claussen, NR; Roberts, JL; Cornell, EA; Wieman, CE; ",Magnetic field dependence of ultracold inelastic collisions near a feshbach resonance,Physical Review Letters,85,,2000,1795,
"Flower, DR; Nussbaumer, H; ",On the extreme ultraviolet solar emission of B-like ions-O IV,Astronomy and Astrophysics,45,,145-150,1975,
"Guttridge, A; Tarbutt, MR; Cornish, SL; Boddy, D; Freytag, R; Hinds, EA; Hopkins, SA; Kemp, SL; ",Sensitive spectroscopy of an ytterbium atomic beam,At. Mol. Opt. Phys.,49,arXiv: 1512.06723,145006,2015,
"Abel, Richard P; Raitzsch, Ulrich; Siddons, Paul; Hughes, Ifan G; Adams, Charles S; ",Faraday filtering of Raman light in an isotopically pure alkali metal vapor,arXiv preprint arXiv:0904.4142,,,,2009,
"Hanley, Ryan K; Bounds, Alistair D; Huillery, Paul; Keegan, Niamh C; Faoro, Riccardo; Bridge, Elizabeth M; Weatherill, Kevin J; Jones, Matthew PA; ",Probing interactions of thermal Sr Rydberg atoms using simultaneous optical and ion detection,"Journal of Physics B: Atomic, Molecular and Optical Physics",50,11,115002,2017,IOP Publishing
"Logue, Fraser D; Briscoe, Jack; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan G; ",Exploiting non-orthogonal eigenmodes in a non-Hermitian optical system to realize sub-100 MHz magneto-optical filters,arXiv preprint arXiv:2303.00081,,,,2023,
"Brooks, RV; Guttridge, A; Frye, Matthew D; Ruttley, Daniel K; Spence, S; Hutson, Jeremy M; Cornish, Simon L; ",Feshbach spectroscopy of Cs atom pairs in optical tweezers,New Journal of Physics,24,11,113051,2022,IOP Publishing
"Cross, GH; Hase, TPA; Hughes, IG; ",Study on the Art of Scientific Report Writing: Emulation of Style,,,,,1995,
"Hutson, Jeremy M; ",Ultracold chemistry,Science,327,5967,788-789,2010,American Association for the Advancement of Science
"Danby, G; Flower, DR; ",Theoretical studies of van der Waals molecules: the H₂-H₂ dimer,""" Journal of Physics B: Atomic, Molecular and Optical Physics""",16,,,1983,IOP Publishing
"Frye, Matthew D; Hutson, Jeremy M; ",Long-range states and Feshbach resonances in collisions between ultracold alkali-metal diatomic molecules and atoms,Physical Review Research,5,2,023001,2023,APS
"Frye, Matthew D; Yang, BC; Hutson, Jeremy M; ",Ultracold collisions of Cs in excited hyperfine and Zeeman states,arXiv preprint arXiv:1905.11348,,,,2019,
"Hutson, Jeremy M; Tiesinga, Eite; Julienne, Paul S; ",Avoided crossings between bound states of ultracold cesium dimers,Physical Review A,78,5,052703,2008,APS
"Dubernet, Marie-Lise; Hutson, Jeremy M; ",Atom-molecule van der Waals complexes containing open-shell atoms. 2. The bound states of Cl-HCl,The Journal of Physical Chemistry,98,23,5844-5854,1994,ACS Publications
"Barredo, Daniel; Labuhn, Henning; Ravets, Sylvain; Lahaye, Thierry; Browaeys, Antoine; Adams, Charles S; ",Coherent excitation transfer in a spin chain of three Rydberg atoms,Physical review letters,114,11,113002,2015,APS
"Siddons, Paul; Adams, Charles S; Hughes, Ifan G; ",Off-resonance absorption and dispersion in a Doppler-broadened medium,arXiv preprint arXiv:0905.1204,,,,2009,
"Walmsley, Malcolm; Flower, David; Pineau Des Foréts, Guillaume; ",Depletion and it's consequences,Astrochemistry: Recent Successes and Current Challenges,231,,119,2005,
"Clavel, J; Flower, DR; ",A search for absorption in the fourth positive system of CO in the spectrum of the planetary nebula IC 418,Monthly Notices of the Royal Astronomical Society,190,1,1P-4P,1980,"Oxford University Press Oxford, UK"
"Weller, Lee; Dalton, Toryn; Bettles, Robert J; Siddons, Paul; Adams, Charles S; Hughes, Ifan G; ",Atom-light interactions at high densities and high magnetic fields,International Conference on Ultrafast Structural Dynamics,,,JT2A. 12,2012,Optica Publishing Group
"Hutson, Jeremy M; Le Sueur, C Ruth; ",BOUND and FIELD: programs for calculating bound states of interacting pairs of atoms and molecules,Computer Physics Communications,241,,1-8,2019,Elsevier
"Beswick, Benjamin T; Astier, Hippolyte PAG; Gardiner, Simon A; Hughes, Ifan G; Andersen, Mikkel F; Daszuta, Boris; ",An $\mathbf {\epsilon} $-pseudoclassical model for quantum resonances in a cold dilute atomic gas periodically driven by finite-duration standing-wave laser pulses,arXiv preprint arXiv:1604.08108,,,,2016,
"Williams, Hannah; Caldwell, Luke; Jurgilas, Sarunas; Fitch, Noah; Rodewald, Jonas; Wall, Thomas; Jarvis, Kyle; Sauer, Ben; Hinds, Ed; Tarbutt, Michael; ",Ultracold CaF molecules and Rb atoms in the same trap,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2019,,S01. 158,2019,
"Hall, BV; Retter, JA; Vale, CJ; Jones, MPA; Lau, DC; Hinds, EA; ",Atom Optics with Patterned Surfaces,,,,,,
"Schilke, P; Walmsley, CM; Pineau des Forets, G; Flower, DR; ",SiO production in interstellar shocks (Schilke+ 1997),VizieR Online Data Catalog,332,,,1996,
"Brooks, RV; Spence, S; Guttridge, A; Alampounti, A; Rakonjac, A; McArd, LA; Hutson, Jeremy M; Cornish, Simon L; ",Preparation of one 87Rb and one 133Cs atom in a single optical tweezer,New Journal of Physics,23,6,065002,2021,IOP Publishing
"Flower, DR; Guilloteau, S; ",Pumping of H II/OH masers-IR line overlaps and collisional excitation by H2,"Astronomy and Astrophysics, vol. 114, no. 2, Oct. 1982, p. 238-244. Research supported by the Science Research Council and Universite de Grenoble.",114,,238-244,1982,
"Carr, Christopher; Ritter, Ralf; Wade, CG; Adams, Charles S; Weatherill, Kevin J; ",Nonequilibrium phase transition in a dilute Rydberg ensemble,Physical review letters,111,11,113901,2013,APS
"Truppe, Stefan; Fitch, Noah; Williams, Hannah; Hambach, Moritz; Sauer, Ben; Hinds, Ed; Tarbutt, Mike; ",Slowing techniques for loading a magneto-optical trap of CaF molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2016,,Q1. 154,2016,
"Frye, Matthew D; Hutson, Jeremy M; ",Characterizing Feshbach resonances in ultracold scattering calculations,Physical Review A,96,4,042705,2017,APS
"Rotunno, Andrew P; Berweger, Samuel; Prajapati, Nikunjkumar; Simons, Matthew T; Artusio-Glimpse, Alexandra B; Holloway, Christopher L; Jayaseelan, Maitreyi; Potvliege, RM; Adams, CS; ",Detection of 3–300 MHz electric fields using Floquet sideband gaps by “Rabi matching” dressed Rydberg atoms,Journal of Applied Physics,134,13,,2023,AIP Publishing
"Lara, Manuel; Bohn, John L; Potter, Daniel; Soldán, Pavel; Hutson, Jeremy M; ",Ultracold Rb-OH collisions and prospects for sympathetic cooling,Physical review letters,97,18,183201,2006,APS
"Joachain, CJ; Potvliege, RM; ",Importance of absorption effects on fast positron-argon differential cross sections,Physical Review A,35,11,4873,1987,APS
"Peyrot, T; Sortais, Yvan RP; Greffet, J-J; Browaeys, A; Sargsyan, A; Keaveney, J; Hughes, IG; Adams, CS; ",Optical transmission of an atomic vapor in the mesoscopic regime,Physical Review Letters,122,11,113401,2019,APS
"Blackley, Caroline L; Le Sueur, C Ruth; Hutson, Jeremy M; McCarron, Daniel J; Köppinger, Michael P; Cho, Hung-Wen; Jenkin, Daniel L; Cornish, Simon L; ",Feshbach resonances in ultracold 85 Rb,Physical Review A,87,3,033611,2013,APS
"Adam, Wolfgang; Bergauer, T; Blöch, D; Dragicevic, M; Frühwirth, R; Hinger, V; Steininger, H; Beaumont, W; Di Croce, D; Janssen, X; ",The CMS Phase-1 pixel detector upgrade,Journal of instrumentation,16,02,P02027,2021,IOP Publishing
"Flower, DR; Launay, J-M; ",Excitation of the fine-structure transition of C+ in collisions with molecular hydrogen,Journal of Physics B: Atomic and Molecular Physics,10,6,L229,1977,IOP Publishing
"Weidmann, Damien; Hirst, Bill; Jones, Matthew; Ijzermans, Rutger; Randell, David; Macleod, Neil; Kannath, Arun; Chu, Johnny; Dean, Marcella; ",Locating and Quantifying Methane Emissions by Inverse Analysis of Path-Integrated Concentration Data Using a Markov-Chain Monte Carlo Approach,ACS Earth and Space Chemistry,6,9,2190-2198,2022,ACS Publications
"Marchant, AL; Billam, TP; Yu, MMH; Rakonjac, A; Helm, JL; Polo, J; Weiss, C; Gardiner, SA; Cornish, SL; ",Quantum reflection of bright solitary matter waves from a narrow attractive potential,Physical Review A,93,2,021604,2016,APS
"Mukherjee, R; Millen, J; Nath, R; Jones, MPA; Pohl, T; ",Many-body physics with alkaline-earth Rydberg lattices,"Journal of Physics B: Atomic, Molecular and Optical Physics",44,18,184010,2011,IOP Publishing
"Shingal, R; Noble, CJ; Bransden, BH; Flower, DR; ",Semiclassical calculations of charge exchange and excitation in Na+-Li and Li+-Na collisions using atomic-orbital expansions,Journal of Physics B: Atomic and Molecular Physics,19,23,3951,1986,IOP Publishing
"Shchedrin, Gavriil; Jaschke, Daniel; Han, Wei; Carr, Lincoln; Green, Dermot G; Aldegunde, Jesus; Hutson, Jeremy M; ",Many-body physics of ultracold doublet sigma molecules in optical lattices,APS March Meeting Abstracts,2016,,V50. 015,2016,
"Franzen, Tobias; Guttridge, Alexander; Wilson, Kali E; Segal, Jack; Frye, Matthew D; Hutson, Jeremy M; Cornish, Simon L; ",Observation of magnetic Feshbach resonances between Cs and Yb 173,Physical Review Research,4,4,043072,2022,APS
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Precision measurement of the structure of the CMS inner tracking system using nuclear interactions,Journal of instrumentation,13,,,2018,IOP Publishing Ltd
"Pellizzari, Thomas; Gardiner, Simon A; Cirac, Juan Ignacio; Zoller, Peter; ","Decoherence, continuous observation, and quantum computing: A cavity QED model",Physical Review Letters,75,21,3788,1995,APS
"Arnold, Aidan S; Pritchard, Matthew J; Smith, David A; Hughes, Ifan G; ",Double-impulse magnetic focusing of launched cold atoms,New Journal of Physics,8,4,53,2006,IOP Publishing
"Cvitaš, Marko T; Soldán, Pavel; Hutson, Jeremy M; ",Long range intermolecular forces in triatomic systems: Connecting the atom–diatom and atom–atom–atom representations,Molecular Physics,104,1,23-31,2006,Taylor & Francis
"Maret, S; Ceccarelli, C; Tielens, AGGM; Caux, E; Lefloch, B; Faure, A; Castets, Alain; Flower, DR; ",CHOH abundance in low mass protostars,Astronomy & Astrophysics,442,2,527-538,2005,EDP Sciences
"Gonzalez-Martinez, Maykel L; Hutson, Jeremy M; ",Effect of hyperfine interactions on ultracold molecular collisions: NH (3 Σ−) with Mg (1 S) in magnetic fields,Physical Review A,84,5,052706,2011,APS
"Hutson, Jeremy; ",Prospects of forming molecules with both electric and magnetic dipoles: magnetoassociation between alkali-metal atoms and closed-shell atoms,New Science with Ultracold Molecules,,,23,2013,
"Abel, Richard P; Krohn, Ulrich; Siddons, Paul; Hughes, Ifan G; Adams, Charles S; ",Faraday dichroic beam splitter for Raman light using an isotopically pure alkali-metal-vapor cell,Optics letters,34,20,3071-3073,2009,Optica Publishing Group
"Keaveney, James; Rimmer, Dennis A; Hughes, Ifan G; ",Self-similarity of optical rotation trajectories around the Poincare sphere with application to an ultra-narrow atomic bandpass filter,arXiv preprint arXiv:1807.04652,,,,2018,
"Weiss, Christoph; Gardiner, Simon A; Gertjerenken, Bettina; ",Temperatures are not useful to characterise bright-soliton experiments for ultra-cold atoms,arXiv preprint arXiv:1610.09074,,,,2016,
"Wang, Kenneth; Yu, Yichao; Hood, Jonathan; Picard, Lewis; Zhang, Jessie; Cairncross, William; Hutson, Jeremy; Gonzalez-Ferez, Rosario; Rosenband, Till; Ni, Kang-Kuen; ",Coherent optical creation of a single molecule in an optical tweezer,Bulletin of the American Physical Society,66,,,2021,APS
"Potvliege, RM; Kylstra, Niels Jan; Joachain, CJ; ",Photon emission by He+ in intense ultrashort laser pulses,"Journal of Physics B: Atomic, Molecular and Optical Physics",33,20,L743,2000,IOP Publishing
"Hutson, Jeremy M; ",The intermolecular potential of Ne–HCl: Determination from high‐resolution spectroscopy,The Journal of chemical physics,91,8,4448-4454,1989,American Institute of Physics
"Bounds, AD; Jackson, NC; Hanley, RK; Bridge, EM; Huillery, P; Jones, MPA; ",Coulomb anti-blockade in a Rydberg gas,New Journal of Physics,21,5,053026,2019,IOP Publishing
"Bach, R; Burnett, K; d'Arcy, MB; Gardiner, SA; ","Publisher's Note: Quantum-mechanical cumulant dynamics near stable periodic orbits in phase space: Application to the classical-like dynamics of quantum accelerator modes [Phys. Rev. A 71, 033417 (2005)]",Physical Review A,71,4,049902,2005,APS
"Fowler, PW; Hutson, Jeremy M; ",Pairwise-additive models for atom-surface interaction potentials: An ab initio study of He-LiF,Physical Review B,33,6,3724,1986,APS
"Maxwell, D; Szwer, DJ; Paredes-Barato, D; Busche, H; Pritchard, JD; Gauguet, Alexandre; Jones, MPA; Adams, CS; ",Microwave control of the interaction between two optical photons,Physical Review A,89,4,043827,2014,APS
"Carrington, Alan; Gammie, David I; Page, Josephine C; Shaw, Andrew M; Hutson, Jeremy M; ",Microwave electronic spectrum of the Ne⋯ Ne+ long-range complex: The interaction potential,The Journal of chemical physics,116,9,3662-3669,2002,American Institute of Physics
"Maxwell, James L; Hughes, Ifan G; Adams, Charles S; ",White-light versus discrete wavelength measurements of Faraday dispersion and the Verdet constant,European Journal of Physics,43,1,015302,2021,IOP Publishing
"Kochanski, E; Flower, DR; ",AB initio calculations of the OH H2 potential energy surface,Chemical Physics,57,1-2,217-225,1981,Elsevier
"FLOWER, DR; LAUNAY, JM; ROUEFF, E; ",16.–THE ROLE OF FINE STRUCTURE TRANSITIONS,"Les spectres des molécules simples au laboratoire et en astrophysique: communications présentées au XXIe Colloque international d'astrophysique, tenu à Liège les 21, 22 et 23 juin 1977",,,137,1980,"Université de Liège, Institut d'astrophysique"
"Keaveney, James; Hughes, Ifan G; Sargsyan, A; Sarkisyan, D; Adams, CS; ",Maximal refraction and superluminal propagation in a gaseous nanolayer,Physical review letters,109,23,233001,2012,APS
"Brookes, Samuel GH; Hutson, Jeremy M; ",Interaction potential for NaCs for ultracold scattering and spectroscopy,The Journal of Physical Chemistry A,126,25,3987-4001,2022,ACS Publications
"Adam, Wolfgang; Bergauer, T; Brondolin, E; Dragicevic, M; Friedl, M; Frühwirth, R; Hoch, M; Hrubec, J; König, A; Steininger, H; ",P-type silicon strip sensors for the new CMS tracker at HL-LHC,Journal of instrumentation,12,06,P06018,2017,IOP Publishing
"Hutson, JM; Green, S; ",MOLSCAT computer code,Collaborative Computational Project,,6,,1994,
"Downes, Lucy A; MacKellar, Andrew R; Whiting, Daniel J; Bourgenot, Cyril; Adams, Charles S; Weatherill, Kevin J; ",Ultra-high-speed terahertz imaging using atomic vapour,arXiv preprint arXiv:1903.01308,,,,2019,
"Smith, David A; Hughes, Ifan G; ",The role of hyperfine pumping in multilevel systems exhibiting saturated absorption,American Journal of Physics,72,5,631-637,2004,American Association of Physics Teachers
"Jaquet, R; Staemmler, V; Smith, MD; Flower, DR; ",Excitation of the fine-structure transitions of O (3PJ) in collisions with ortho-and para-H2,"Journal of Physics B: Atomic, Molecular and Optical Physics",25,1,285,1992,IOP Publishing
"Ribeiro, Sofia; Cutler, Thomas F; Adams, Charles S; Gardiner, Simon A; ",Collective effects in the photon statistics of thermal atomic ensembles,Physical Review A,104,1,013719,2021,APS
"Whittaker, Kate A; Keaveney, James; Hughes, Ifan G; Adams, Charles S; ","Hilbert transform: Applications to atomic spectra (vol 91, 032513, 2015)",PHYSICAL REVIEW A,92,5,,2015,"AMER PHYSICAL SOC ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA"
"Flower, DR; Gathier, R; ",Book-Review-Planetary Nebulae,"Space Science Reviews, Vol. 37, Issue 3, p. 401, 1984",37,,401,1984,
"Albus, Alexander P; Gardiner, Simon A; Illuminati, Fabrizio; Wilkens, Martin; ",Quantum field theory of dilute homogeneous Bose-Fermi mixtures at zero temperature: General formalism and beyond mean-field corrections,Physical Review A,65,5,053607,2002,APS
"Vaillant, CL; Potvliege, RM; Jones, MPA; ",Intercombination effects in resonant energy transfer,Physical Review A,92,4,042705,2015,APS
"Flower, DR; ",Review of atomic physics as applied to the diffuse interstellar medium.,Diffuse Matter in Galaxies: Cargèse 1982,,,239-257,1983,Springer
"Rotunno, Andrew P; Berweger, Samuel; Prajapati, Nikunjkumar; Simons, Matthew T; Artusio-Glimpse, Alexandra B; Holloway, Christopher L; Potvliege, Robert M; Adams, CS; ",Pseudo-resonant Detection of'Low Frequency'VHF Electric Fields via Rabi Matching with Autler-Townes Splitting in Rydberg Atoms,arXiv preprint arXiv:2212.03304,,,,2022,
"Weatherill, KJ; Pritchard, JD; Able, RP; Bason, MG; Mohapatra, AK; Adams, CS; ",Light interactions in Rydberg ensembles,European Quantum Electronics Conference,,,EF_P13,2009,Optica Publishing Group
"Jenkin, DL; McCarron, DJ; Köppinger, MP; Cho, HW; Hopkins, SA; Cornish, SL; ",Bose-Einstein condensation of 87 Rb in a levitated crossed dipole trap,The European Physical Journal D,65,,11-18,2011,Springer
"Soldán, Pavel; Cvitaš, Marko T; Hutson, Jeremy M; Honvault, Pascal; Launay, Jean-Michel; ",Quantum Dynamics of Ultracold N a+ N a 2 Collisions,Physical review letters,89,15,153201,2002,APS
"Adams, CS; Maker, GT; Ferguson, AI; ",FM operation of Nd: YAG lasers with standing wave and ring cavity configurations,Optics communications,76,2,127-130,1990,Elsevier
"Hinds, EA; Barton, PA; Boshier, MG; Hughes, IG; ",Atoms on mirrors and trampolines,,,,,1997,
